"customer_id","date","location","category","sub_category","channel","tone_urgency","message"
"CUST-39536","2026-05-03","Willow Grove, PA","Cleanliness","Restroom","Uber Eats","Low","The restroom was in poor condition and supplies were empty. I have ordered from Taco Alley before and expected better."
"CUST-36651","2025-10-08","King of Prussia, PA","App & Online Ordering","App error","DoorDash","Low","I kept getting an error when adding items to my cart."
"CUST-34662","2026-06-06","Cherry Hill, NJ","Delivery","Damaged/spilled","In-store","High","My steak burrito was crushed during delivery. The receipt and order confirmation both show what I originally requested."
"CUST-25376","2025-11-17","Allentown, PA","Billing & Pricing","Duplicate charge","Phone","Urgent","My card was charged twice for the same order. This was especially frustrating because I was ordering during my lunch break."
"CUST-59894","2026-05-10","Allentown, PA","App & Online Ordering","Menu mismatch","Google Review","High","The online menu showed options that this location does not carry."
"CUST-71537","2026-03-27","King of Prussia, PA","Service","Slow service","Website","High","Service was extremely slow even though the restaurant was not busy."
"CUST-86550","2025-10-14","Cherry Hill, NJ","App & Online Ordering","Order not received","In-store","Low","The app confirmed my order, but the restaurant had no record of it."
"CUST-99764","2025-12-04","King of Prussia, PA","Billing & Pricing","Promotion not applied","Uber Eats","Moderate","The advertised promotion did not apply at checkout."
"CUST-74004","2025-10-26","Warrington, PA","Order Accuracy","Wrong item","Mobile App","Moderate","My receipt was correct, but the breakfast burrito in the bag was wrong. I tried to resolve it at the restaurant but did not get much help."
"CUST-64053","2026-07-09","Warrington, PA","App & Online Ordering","Menu mismatch","In-store","Moderate","The online menu showed options that this location does not carry."
"CUST-97392","2026-02-08","Cherry Hill, NJ","Cleanliness","Dining area","In-store","Moderate","Several tables were dirty and had not been wiped down. Please contact me about a refund or replacement."
"CUST-46010","2025-08-07","Princeton, NJ","App & Online Ordering","Menu mismatch","In-store","Moderate","Prices in the app did not match the prices at the store."
"CUST-91235","2026-04-26","Princeton, NJ","Product Availability","Out of stock","Mobile App","Low","I came specifically for the taco salad, but it was sold out. This was especially frustrating because I was ordering during my lunch break."
"CUST-39603","2026-03-24","Willow Grove, PA","Order Accuracy","Wrong item","Phone","Urgent","The bag had someone else's chips and queso instead of mine."
"CUST-11238","2026-02-10","Warrington, PA","Billing & Pricing","Overcharged","Uber Eats","Low","My total was incorrect and I appear to have been overcharged."
"CUST-84289","2025-11-26","Allentown, PA","Food Quality","Undercooked/overcooked","Phone","Urgent","The meat in the fish tacos was cooked far too long and was tough."
"CUST-86943","2026-01-09","Warrington, PA","Order Accuracy","Missing item","In-store","Urgent","We got home and realized one of the rice bowl items was missing."
"CUST-80852","2026-05-18","King of Prussia, PA","Billing & Pricing","Duplicate charge","DoorDash","High","I see two identical charges for one purchase."
"CUST-40427","2026-01-25","New Britain, PA","Order Accuracy","Customization ignored","In-store","Low","I requested no onions, but that customization was ignored."
"CUST-82487","2026-03-19","Philadelphia, PA","Order Accuracy","Customization ignored","Uber Eats","Low","My dietary customization (mild salsa) was not honored."
"CUST-20752","2025-12-30","Willow Grove, PA","Service","Ignored customer","Phone","Moderate","I had to ask three times before someone would check on my order."
"CUST-45358","2026-01-05","New Britain, PA","Food Quality","Incorrect preparation","Uber Eats","Moderate","My chips and queso was prepared completely differently from what I ordered. This was especially frustrating because I was ordering during my lunch break."
"CUST-52523","2026-05-11","Philadelphia, PA","Food Quality","Incorrect preparation","Website","Moderate","The kitchen ignored my request for no cilantro. I tried to resolve it at the restaurant but did not get much help."
"CUST-45247","2026-07-17","Willow Grove, PA","Food Quality","Undercooked/overcooked","DoorDash","Moderate","My steak burrito seemed undercooked and I did not feel comfortable eating it."
"CUST-42321","2026-04-05","Allentown, PA","Order Accuracy","Missing item","Website","Moderate","My order was missing the quesadilla."
"CUST-53193","2026-01-18","Allentown, PA","Delivery","Late delivery","DoorDash","High","The order was very late and the food was cold by the time it arrived. Please contact me about a refund or replacement."
"CUST-33283","2026-07-22","Philadelphia, PA","Order Accuracy","Customization ignored","Phone","Moderate","My dietary customization (no sour cream) was not honored."
"CUST-61502","2026-01-14","King of Prussia, PA","Product Availability","Substitution","DoorDash","Low","I would rather have received a refund than an unrequested substitution."
"CUST-48185","2026-03-25","New Britain, PA","Food Quality","Portion size","Phone","Moderate","The portion of churros was much smaller than I expected for the price. The receipt and order confirmation both show what I originally requested."
"CUST-19694","2025-10-18","Allentown, PA","Cleanliness","Restroom","DoorDash","High","The restroom was in poor condition and supplies were empty. The receipt and order confirmation both show what I originally requested."
"CUST-42536","2026-07-26","King of Prussia, PA","Product Availability","Substitution","Website","Low","I would rather have received a refund than an unrequested substitution. I tried to resolve it at the restaurant but did not get much help."
"CUST-43913","2026-03-09","Lansdale, PA","Food Quality","Portion size","Website","Low","The portion of churros was much smaller than I expected for the price."
"CUST-13219","2026-03-26","Allentown, PA","Service","Ignored customer","Mobile App","Low","I had to ask three times before someone would check on my order."
"CUST-22795","2025-11-14","Allentown, PA","Food Quality","Undercooked/overcooked","Uber Eats","Moderate","The steak burrito was badly overcooked and dry. Please contact me about a refund or replacement."
"CUST-94930","2025-09-28","New Britain, PA","Billing & Pricing","Promotion not applied","In-store","High","I used a valid coupon, but the discount was not reflected in my total."
"CUST-63090","2026-03-07","Warrington, PA","Billing & Pricing","Overcharged","Uber Eats","Low","My total was incorrect and I appear to have been overcharged. I hope this can be addressed before my next visit."
"CUST-36972","2026-02-16","Willow Grove, PA","Food Quality","Undercooked/overcooked","In-store","High","My chicken tacos seemed undercooked and I did not feel comfortable eating it."
"CUST-74157","2026-03-23","Princeton, NJ","Billing & Pricing","Overcharged","Website","Low","My total was incorrect and I appear to have been overcharged."
"CUST-48986","2026-03-23","Cherry Hill, NJ","Product Availability","Substitution","Mobile App","High","I would rather have received a refund than an unrequested substitution. I tried to resolve it at the restaurant but did not get much help."
"CUST-64819","2026-02-08","Cherry Hill, NJ","Delivery","Wrong address/dropoff","Mobile App","High","The driver left my order at the wrong house. I have ordered from Taco Alley before and expected better."
"CUST-74178","2026-06-27","Willow Grove, PA","Food Quality","Undercooked/overcooked","Mobile App","High","My quesadilla seemed undercooked and I did not feel comfortable eating it."
"CUST-60324","2026-04-06","Princeton, NJ","Food Quality","Stale ingredients","Mobile App","Low","The tortilla was stale and the vegetables seemed old."
"CUST-84107","2026-03-16","Doylestown, PA","Service","Slow service","Uber Eats","Low","Service was extremely slow even though the restaurant was not busy."
"CUST-74921","2025-10-26","Princeton, NJ","Cleanliness","Dining area","Uber Eats","Moderate","The dining room floor was sticky and covered with food debris."
"CUST-65725","2025-08-22","New Britain, PA","Service","Ignored customer","Uber Eats","Moderate","I stood at the counter for several minutes before anyone acknowledged me."
"CUST-41056","2026-03-13","Lansdale, PA","Billing & Pricing","Duplicate charge","Website","High","My card was charged twice for the same order. This was especially frustrating because I was ordering during my lunch break."
"CUST-84720","2025-11-14","King of Prussia, PA","Cleanliness","Food handling","Phone","High","I was concerned by the way employees were handling ready-to-eat ingredients."
"CUST-63948","2026-04-21","Doylestown, PA","Service","Ignored customer","Website","Low","I had to ask three times before someone would check on my order. I tried to resolve it at the restaurant but did not get much help."
"CUST-85684","2025-12-05","Willow Grove, PA","Product Availability","Out of stock","DoorDash","Moderate","I came specifically for the quesadilla, but it was sold out."
"CUST-73968","2025-12-21","King of Prussia, PA","Delivery","Damaged/spilled","Google Review","Moderate","My steak burrito was crushed during delivery."
"CUST-66314","2026-05-01","Lansdale, PA","Delivery","Wrong address/dropoff","DoorDash","Moderate","The driver left my order at the wrong house."
"CUST-92074","2026-01-23","Allentown, PA","Service","Slow service","In-store","Low","Service was extremely slow even though the restaurant was not busy."
"CUST-45916","2025-10-07","New Britain, PA","Food Quality","Incorrect preparation","Email","Low","The kitchen ignored my request for no cheese. The receipt and order confirmation both show what I originally requested."
"CUST-21953","2026-01-04","New Britain, PA","Delivery","Damaged/spilled","Phone","Moderate","The bag arrived soaked because the salsa container spilled everywhere."
"CUST-25806","2025-08-05","Philadelphia, PA","Food Quality","Undercooked/overcooked","In-store","High","The quesadilla was badly overcooked and dry."
"CUST-49223","2025-09-22","Warrington, PA","Billing & Pricing","Promotion not applied","Website","Low","The advertised promotion did not apply at checkout."
"CUST-37925","2025-08-05","Warrington, PA","Order Accuracy","Missing item","Mobile App","Moderate","We got home and realized one of the breakfast burrito items was missing."
"CUST-60335","2025-10-11","King of Prussia, PA","App & Online Ordering","Menu mismatch","Website","Moderate","The online menu showed options that this location does not carry."
"CUST-13515","2026-06-04","Willow Grove, PA","Product Availability","Substitution","Email","High","My order included a substitution I was never asked to approve. I hope this can be addressed before my next visit."
"CUST-41599","2025-12-01","Allentown, PA","Food Quality","Portion size","Uber Eats","Moderate","The serving size has gotten noticeably smaller."
"CUST-32645","2026-03-04","Allentown, PA","Delivery","Late delivery","Google Review","Moderate","The delivery estimate kept changing and my food arrived much later than promised. I hope this can be addressed before my next visit."
"CUST-92388","2025-08-31","Princeton, NJ","Product Availability","Out of stock","DoorDash","Moderate","The restaurant was out of churros again. This was especially frustrating because I was ordering during my lunch break."
"CUST-20357","2025-10-18","Princeton, NJ","Billing & Pricing","Promotion not applied","Email","Low","The app showed a deal, but the restaurant would not honor it."
"CUST-67342","2026-06-29","Lansdale, PA","App & Online Ordering","App error","Website","Low","The mobile app would not let me complete checkout."
"CUST-27984","2026-01-06","Doylestown, PA","Food Quality","Cold food","Mobile App","Low","The steak burrito tasted like it had been sitting out for a while."
"CUST-13847","2025-12-16","King of Prussia, PA","Food Quality","Stale ingredients","Website","High","The street corn tasted like it had been made with yesterday's ingredients."
"CUST-17266","2026-04-12","Allentown, PA","Cleanliness","Restroom","Uber Eats","Moderate","The restroom was in poor condition and supplies were empty."
"CUST-76692","2026-07-12","Doylestown, PA","App & Online Ordering","App error","Website","Low","I kept getting an error when adding items to my cart."
"CUST-14635","2025-10-16","Princeton, NJ","Food Quality","Cold food","Mobile App","High","My chicken tacos was cold when I received it."
"CUST-20208","2026-03-02","Cherry Hill, NJ","Cleanliness","Food handling","Google Review","Moderate","I was concerned by the way employees were handling ready-to-eat ingredients."
"CUST-70960","2025-08-24","Willow Grove, PA","Order Accuracy","Customization ignored","DoorDash","Low","My dietary customization (extra salsa) was not honored."
"CUST-41795","2025-12-28","Allentown, PA","Cleanliness","Restroom","Email","Moderate","The bathroom needed immediate cleaning."
"CUST-93354","2025-08-13","Doylestown, PA","Order Accuracy","Wrong item","Phone","Moderate","I ordered a taco salad, but received a completely different item. Please contact me about a refund or replacement."
"CUST-28661","2026-03-03","Willow Grove, PA","Product Availability","Out of stock","Uber Eats","Urgent","I came specifically for the chips and queso, but it was sold out. I have ordered from Taco Alley before and expected better."
"CUST-93521","2025-09-13","Philadelphia, PA","Food Quality","Incorrect preparation","Website","Moderate","My chips and queso was prepared completely differently from what I ordered."
"CUST-45645","2026-02-18","Lansdale, PA","Food Quality","Portion size","Google Review","Low","The portion of chips and queso was much smaller than I expected for the price. I tried to resolve it at the restaurant but did not get much help."
"CUST-80244","2026-03-27","King of Prussia, PA","Food Quality","Incorrect preparation","Google Review","Moderate","I asked for no onions, but the churros was made incorrectly. Please contact me about a refund or replacement."
"CUST-49874","2025-09-16","Cherry Hill, NJ","Product Availability","Out of stock","Mobile App","High","Several menu items were unavailable when I tried to order."
"CUST-32789","2025-08-26","Doylestown, PA","Food Quality","Stale ingredients","Email","Low","The ingredients in my steak burrito did not taste fresh."
"CUST-39135","2025-10-11","Warrington, PA","Product Availability","Substitution","Website","Low","I would rather have received a refund than an unrequested substitution."
"CUST-35919","2025-09-08","Allentown, PA","Food Quality","Undercooked/overcooked","In-store","Urgent","My breakfast burrito seemed undercooked and I did not feel comfortable eating it."
"CUST-60165","2026-03-10","Philadelphia, PA","Cleanliness","Dining area","DoorDash","Moderate","The dining room floor was sticky and covered with food debris. I hope this can be addressed before my next visit."
"CUST-75390","2025-08-18","Philadelphia, PA","Food Quality","Incorrect preparation","Phone","Moderate","I asked for no sour cream, but the rice bowl was made incorrectly."
"CUST-81258","2026-06-26","Doylestown, PA","App & Online Ordering","Order not received","Phone","Moderate","I placed and paid for an online order, but the store said they never received it. I have ordered from Taco Alley before and expected better."
"CUST-33568","2026-04-15","Doylestown, PA","Product Availability","Substitution","Google Review","Moderate","The restaurant replaced my street corn without contacting me."
"CUST-23124","2026-05-27","Lansdale, PA","Order Accuracy","Missing item","Phone","Urgent","My order was missing the rice bowl."
"CUST-32768","2026-02-15","Warrington, PA","Delivery","Damaged/spilled","Google Review","High","The delivery bag was damaged and food had spilled inside it."
"CUST-34672","2026-01-28","Allentown, PA","Order Accuracy","Wrong item","Mobile App","Moderate","My receipt was correct, but the taco salad in the bag was wrong. The receipt and order confirmation both show what I originally requested."
"CUST-90495","2025-08-11","Lansdale, PA","Service","Rude staff","Uber Eats","Low","The staff member I spoke with was rude and seemed annoyed that I had a question. I have ordered from Taco Alley before and expected better."
"CUST-78982","2026-07-27","King of Prussia, PA","Cleanliness","Restroom","Mobile App","High","The restroom was in poor condition and supplies were empty. I hope this can be addressed before my next visit."
"CUST-67261","2026-01-13","Allentown, PA","Product Availability","Substitution","Mobile App","Urgent","I would rather have received a refund than an unrequested substitution. I tried to resolve it at the restaurant but did not get much help."
"CUST-48602","2025-10-29","Warrington, PA","Delivery","Late delivery","DoorDash","Low","The delivery estimate kept changing and my food arrived much later than promised."
"CUST-23645","2026-01-10","Allentown, PA","Food Quality","Cold food","Phone","Moderate","Everything in my order was lukewarm, especially the churros. I hope this can be addressed before my next visit."
"CUST-44761","2025-09-15","Lansdale, PA","Food Quality","Cold food","Google Review","Moderate","My fish tacos was cold when I received it."
"CUST-64266","2026-08-11","Allentown, PA","Order Accuracy","Missing item","DoorDash","Urgent","I paid for a rice bowl, but it was not in the bag. Please contact me about a refund or replacement."
"CUST-19661","2026-05-23","Doylestown, PA","App & Online Ordering","Order not received","Phone","Low","My online order disappeared even though my payment went through."
"CUST-22203","2025-10-22","King of Prussia, PA","Order Accuracy","Wrong item","Website","Moderate","The bag had someone else's steak burrito instead of mine. Please contact me about a refund or replacement."
"CUST-23272","2025-10-24","King of Prussia, PA","Delivery","Wrong address/dropoff","DoorDash","Moderate","My order was marked delivered, but it was not at my door."
"CUST-74349","2025-08-26","Warrington, PA","Food Quality","Incorrect preparation","DoorDash","Moderate","The kitchen ignored my request for no sour cream. This was especially frustrating because I was ordering during my lunch break."
"CUST-93648","2025-09-19","Willow Grove, PA","Food Quality","Cold food","In-store","Low","The steak burrito tasted like it had been sitting out for a while."
"CUST-81319","2026-07-05","Philadelphia, PA","Product Availability","Substitution","Email","Low","My order included a substitution I was never asked to approve."
"CUST-83956","2025-12-13","Doylestown, PA","Food Quality","Undercooked/overcooked","Phone","High","My quesadilla seemed undercooked and I did not feel comfortable eating it. Please contact me about a refund or replacement."
"CUST-60738","2026-05-29","Princeton, NJ","Food Quality","Cold food","Phone","Moderate","My breakfast burrito was cold when I received it."
"CUST-77740","2026-08-01","Cherry Hill, NJ","Service","Ignored customer","In-store","Moderate","I had to ask three times before someone would check on my order. Please contact me about a refund or replacement."
"CUST-26539","2025-10-25","Doylestown, PA","Billing & Pricing","Duplicate charge","Phone","High","My card was charged twice for the same order."
"CUST-62082","2025-09-04","Princeton, NJ","Service","Ignored customer","Website","Moderate","Multiple employees walked past me without offering help. The receipt and order confirmation both show what I originally requested."
"CUST-29424","2026-03-03","Cherry Hill, NJ","Order Accuracy","Wrong item","Website","Moderate","My receipt was correct, but the guacamole in the bag was wrong."
"CUST-95824","2026-01-24","Allentown, PA","Delivery","Late delivery","DoorDash","Low","My delivery arrived 35 minutes later than the estimate."
"CUST-53449","2026-07-15","Lansdale, PA","Delivery","Damaged/spilled","DoorDash","Low","The bag arrived soaked because the salsa container spilled everywhere. I hope this can be addressed before my next visit."
"CUST-74437","2026-01-03","New Britain, PA","Food Quality","Undercooked/overcooked","Email","Moderate","My fish tacos seemed undercooked and I did not feel comfortable eating it."
"CUST-37707","2026-06-06","Philadelphia, PA","Product Availability","Out of stock","Website","Low","The restaurant was out of rice bowl again. Please contact me about a refund or replacement."
"CUST-78719","2026-02-23","Cherry Hill, NJ","Billing & Pricing","Duplicate charge","Mobile App","High","I see two identical charges for one purchase. I hope this can be addressed before my next visit."
"CUST-70846","2026-02-01","Princeton, NJ","Food Quality","Incorrect preparation","Phone","Low","I asked for gluten-free preparation, but the chicken tacos was made incorrectly."
"CUST-72204","2026-03-17","Cherry Hill, NJ","Order Accuracy","Missing item","Mobile App","Urgent","We got home and realized one of the chicken tacos items was missing."
"CUST-94853","2025-10-23","Lansdale, PA","Delivery","Damaged/spilled","Phone","High","The bag arrived soaked because the salsa container spilled everywhere. This was especially frustrating because I was ordering during my lunch break."
"CUST-11109","2025-10-07","Lansdale, PA","Billing & Pricing","Promotion not applied","Mobile App","Moderate","The app showed a deal, but the restaurant would not honor it."
"CUST-71171","2026-01-26","Willow Grove, PA","Order Accuracy","Wrong item","Uber Eats","Low","My receipt was correct, but the taco salad in the bag was wrong."
"CUST-87826","2026-07-06","Cherry Hill, NJ","Billing & Pricing","Duplicate charge","Google Review","High","I see two identical charges for one purchase."
"CUST-44229","2026-06-24","Willow Grove, PA","Order Accuracy","Customization ignored","Google Review","High","I requested no onions, but that customization was ignored."
"CUST-48745","2026-08-05","Willow Grove, PA","Food Quality","Portion size","In-store","Moderate","The portion of chicken tacos was much smaller than I expected for the price."
"CUST-39145","2026-05-20","Princeton, NJ","App & Online Ordering","Order not received","Phone","Low","The app confirmed my order, but the restaurant had no record of it."
"CUST-71706","2026-05-13","Warrington, PA","Delivery","Damaged/spilled","Mobile App","Low","The delivery bag was damaged and food had spilled inside it."
"CUST-53426","2026-01-05","King of Prussia, PA","Billing & Pricing","Duplicate charge","DoorDash","High","The payment failed in the app, but I was still charged twice. I have ordered from Taco Alley before and expected better."
"CUST-35499","2026-05-26","Princeton, NJ","Order Accuracy","Wrong item","Website","Moderate","The bag had someone else's steak burrito instead of mine."
"CUST-54914","2025-10-17","Philadelphia, PA","Food Quality","Undercooked/overcooked","Mobile App","Urgent","The meat in the rice bowl was cooked far too long and was tough."
"CUST-17603","2026-06-20","Doylestown, PA","Product Availability","Substitution","Mobile App","Low","My order included a substitution I was never asked to approve."
"CUST-93032","2025-09-15","Philadelphia, PA","Service","Rude staff","Mobile App","Moderate","The employee at the counter was dismissive when I asked about my order."
"CUST-79603","2025-08-08","Lansdale, PA","Service","Slow service","Google Review","Moderate","Service was extremely slow even though the restaurant was not busy. I tried to resolve it at the restaurant but did not get much help."
"CUST-60272","2026-01-24","Princeton, NJ","Food Quality","Cold food","Email","Low","Everything in my order was lukewarm, especially the taco salad."
"CUST-27536","2026-04-24","King of Prussia, PA","Delivery","Late delivery","Google Review","Moderate","My delivery arrived 35 minutes later than the estimate."
"CUST-12872","2026-08-08","Cherry Hill, NJ","Product Availability","Substitution","Mobile App","Low","The restaurant replaced my nachos without contacting me. I have ordered from Taco Alley before and expected better."
"CUST-16286","2025-12-09","New Britain, PA","Service","Rude staff","In-store","Moderate","The staff member I spoke with was rude and seemed annoyed that I had a question."
"CUST-30070","2025-10-03","Lansdale, PA","Delivery","Late delivery","Email","Moderate","My delivery arrived 45 minutes later than the estimate."
"CUST-23751","2025-12-17","Princeton, NJ","Billing & Pricing","Duplicate charge","Mobile App","Moderate","My card was charged twice for the same order."
"CUST-63707","2025-12-13","Willow Grove, PA","Billing & Pricing","Overcharged","Phone","Moderate","There is an extra charge on my receipt that I do not recognize. I have ordered from Taco Alley before and expected better."
"CUST-85255","2026-07-10","Allentown, PA","Food Quality","Portion size","Website","High","There was barely any filling in my nachos. This was especially frustrating because I was ordering during my lunch break."
"CUST-16564","2026-03-22","New Britain, PA","Food Quality","Cold food","Email","Low","Everything in my order was lukewarm, especially the steak burrito."
"CUST-28139","2025-09-18","Warrington, PA","Cleanliness","Dining area","In-store","Low","The dining room floor was sticky and covered with food debris."
"CUST-69839","2025-11-02","Willow Grove, PA","Order Accuracy","Wrong item","Website","Moderate","My receipt was correct, but the rice bowl in the bag was wrong."
"CUST-87430","2025-08-31","Allentown, PA","Cleanliness","Food handling","Mobile App","Moderate","The food preparation area did not look clean. The receipt and order confirmation both show what I originally requested."
"CUST-73979","2026-07-17","New Britain, PA","Cleanliness","Food handling","Mobile App","High","The food preparation area did not look clean."
"CUST-97797","2026-04-26","King of Prussia, PA","App & Online Ordering","Order not received","Phone","Urgent","I placed and paid for an online order, but the store said they never received it. The receipt and order confirmation both show what I originally requested."
"CUST-98643","2025-12-06","Philadelphia, PA","Service","Ignored customer","Uber Eats","Low","I had to ask three times before someone would check on my order."
"CUST-19812","2026-03-29","Allentown, PA","Food Quality","Portion size","Uber Eats","High","The serving size has gotten noticeably smaller."
"CUST-68220","2026-02-23","Cherry Hill, NJ","Order Accuracy","Wrong item","Phone","Low","The bag had someone else's chicken tacos instead of mine."
"CUST-14696","2025-08-10","Princeton, NJ","Service","Slow service","Website","Moderate","Service was extremely slow even though the restaurant was not busy."
"CUST-57624","2026-07-02","Doylestown, PA","Service","Rude staff","Uber Eats","High","Customer service was poor and the cashier was unnecessarily disrespectful."
"CUST-39064","2025-09-28","Doylestown, PA","Cleanliness","Restroom","Website","Moderate","The bathroom needed immediate cleaning."
"CUST-63636","2026-04-10","New Britain, PA","Order Accuracy","Customization ignored","Mobile App","High","The order clearly said mild salsa, and the restaurant did not follow it. I have ordered from Taco Alley before and expected better."
"CUST-64325","2025-11-06","Doylestown, PA","Order Accuracy","Missing item","Google Review","Low","My order was missing the steak burrito."
"CUST-10568","2026-04-16","Princeton, NJ","App & Online Ordering","Menu mismatch","Mobile App","Urgent","The online menu showed options that this location does not carry."
"CUST-26827","2025-10-30","New Britain, PA","Billing & Pricing","Duplicate charge","Mobile App","High","I see two identical charges for one purchase."
"CUST-54939","2026-07-21","Willow Grove, PA","Order Accuracy","Customization ignored","Phone","Low","My dietary customization (no cilantro) was not honored."
"CUST-91810","2026-07-31","Willow Grove, PA","Service","Rude staff","Phone","Low","The employee at the counter was dismissive when I asked about my order."
"CUST-56168","2026-06-23","Princeton, NJ","Billing & Pricing","Duplicate charge","Google Review","High","My card was charged twice for the same order."
"CUST-29048","2025-08-07","Doylestown, PA","Service","Ignored customer","Website","Low","I had to ask three times before someone would check on my order. Please contact me about a refund or replacement."
"CUST-80932","2026-07-20","Doylestown, PA","Billing & Pricing","Overcharged","Email","Low","There is an extra charge on my receipt that I do not recognize. This was especially frustrating because I was ordering during my lunch break."
"CUST-16157","2026-04-19","Philadelphia, PA","Order Accuracy","Wrong item","Email","Moderate","I ordered a churros, but received a completely different item."
"CUST-93071","2025-11-12","King of Prussia, PA","Order Accuracy","Customization ignored","Uber Eats","High","The order clearly said no cheese, and the restaurant did not follow it."
"CUST-32779","2026-07-16","Princeton, NJ","Billing & Pricing","Duplicate charge","Website","Moderate","The payment failed in the app, but I was still charged twice. I have ordered from Taco Alley before and expected better."
"CUST-30290","2025-08-03","Doylestown, PA","Food Quality","Cold food","Google Review","Moderate","The rice bowl tasted like it had been sitting out for a while. I tried to resolve it at the restaurant but did not get much help."
"CUST-51662","2026-05-09","Princeton, NJ","Food Quality","Stale ingredients","Google Review","Low","The chicken tacos tasted like it had been made with yesterday's ingredients."
"CUST-37964","2026-02-23","King of Prussia, PA","Food Quality","Incorrect preparation","Website","Low","My steak burrito was prepared completely differently from what I ordered."
"CUST-55351","2026-06-29","Allentown, PA","Order Accuracy","Wrong item","In-store","Low","I ordered a churros, but received a completely different item."
"CUST-24860","2026-01-12","Philadelphia, PA","Order Accuracy","Customization ignored","DoorDash","High","My dietary customization (gluten-free preparation) was not honored."
"CUST-95397","2026-03-17","Lansdale, PA","Order Accuracy","Customization ignored","Uber Eats","Low","The order clearly said mild salsa, and the restaurant did not follow it."
"CUST-36945","2025-11-18","Princeton, NJ","Order Accuracy","Missing item","DoorDash","High","My order was missing the quesadilla. The receipt and order confirmation both show what I originally requested."
"CUST-17113","2026-01-17","Warrington, PA","Cleanliness","Food handling","In-store","Low","The food preparation area did not look clean. The receipt and order confirmation both show what I originally requested."
"CUST-12213","2026-03-19","Philadelphia, PA","Cleanliness","Food handling","DoorDash","Moderate","I saw an employee handle food and then touch the register without changing gloves."
"CUST-99899","2026-01-31","Willow Grove, PA","Billing & Pricing","Duplicate charge","Website","Moderate","My card was charged twice for the same order. This was especially frustrating because I was ordering during my lunch break."
"CUST-61248","2026-05-01","Princeton, NJ","Delivery","Damaged/spilled","Phone","Low","My chips and queso was crushed during delivery."
"CUST-10659","2026-05-12","Cherry Hill, NJ","Order Accuracy","Customization ignored","Mobile App","Low","I requested mild salsa, but that customization was ignored."
"CUST-94663","2026-08-07","Princeton, NJ","Delivery","Wrong address/dropoff","Google Review","Moderate","The delivery photo showed a location that was not my address."
"CUST-81939","2026-05-18","Allentown, PA","Food Quality","Incorrect preparation","In-store","High","I asked for no sour cream, but the churros was made incorrectly. The receipt and order confirmation both show what I originally requested."
"CUST-56810","2026-05-25","Warrington, PA","Delivery","Late delivery","Uber Eats","High","The order was very late and the food was cold by the time it arrived. The receipt and order confirmation both show what I originally requested."
"CUST-29974","2026-01-16","Cherry Hill, NJ","Billing & Pricing","Overcharged","Email","Moderate","I was charged more than the price shown on the menu. Please contact me about a refund or replacement."
"CUST-57118","2026-07-31","Warrington, PA","Delivery","Damaged/spilled","DoorDash","Low","My quesadilla was crushed during delivery. I have ordered from Taco Alley before and expected better."
"CUST-89511","2026-04-07","New Britain, PA","Billing & Pricing","Promotion not applied","Website","Low","I used a valid coupon, but the discount was not reflected in my total."
"CUST-85877","2025-08-10","Philadelphia, PA","Cleanliness","Dining area","In-store","High","The seating area looked like it had not been cleaned in hours."
"CUST-29481","2026-05-04","King of Prussia, PA","Billing & Pricing","Overcharged","Uber Eats","Moderate","I was charged more than the price shown on the menu."
"CUST-11388","2025-09-16","Lansdale, PA","Order Accuracy","Customization ignored","DoorDash","Moderate","My dietary customization (extra salsa) was not honored."
"CUST-73373","2026-05-17","King of Prussia, PA","Cleanliness","Food handling","Mobile App","High","I was concerned by the way employees were handling ready-to-eat ingredients. I hope this can be addressed before my next visit."
"CUST-69591","2025-11-14","Doylestown, PA","Food Quality","Undercooked/overcooked","Google Review","Moderate","The steak burrito was badly overcooked and dry. The receipt and order confirmation both show what I originally requested."
"CUST-59613","2026-05-19","King of Prussia, PA","Food Quality","Stale ingredients","Mobile App","Moderate","The ingredients in my taco salad did not taste fresh."
"CUST-73191","2026-01-28","Cherry Hill, NJ","Delivery","Late delivery","Google Review","Moderate","The delivery estimate kept changing and my food arrived much later than promised."
"CUST-30625","2025-12-22","King of Prussia, PA","Food Quality","Incorrect preparation","Phone","Low","The kitchen ignored my request for gluten-free preparation."
"CUST-87436","2026-04-04","Warrington, PA","Delivery","Late delivery","Uber Eats","Moderate","The delivery estimate kept changing and my food arrived much later than promised."
"CUST-15136","2025-10-22","Cherry Hill, NJ","Delivery","Damaged/spilled","Mobile App","Moderate","The bag arrived soaked because the salsa container spilled everywhere."
"CUST-96736","2026-06-23","Willow Grove, PA","Food Quality","Incorrect preparation","In-store","High","The kitchen ignored my request for no cilantro."
"CUST-33839","2026-06-04","Cherry Hill, NJ","Product Availability","Out of stock","Mobile App","High","Several menu items were unavailable when I tried to order. Please contact me about a refund or replacement."
"CUST-27329","2025-09-05","New Britain, PA","Delivery","Damaged/spilled","Phone","Moderate","The bag arrived soaked because the salsa container spilled everywhere."
"CUST-88618","2025-10-30","Doylestown, PA","Food Quality","Portion size","Uber Eats","High","The serving size has gotten noticeably smaller."
"CUST-98940","2026-06-05","Philadelphia, PA","App & Online Ordering","Menu mismatch","In-store","High","The online menu showed options that this location does not carry."
"CUST-85513","2026-04-04","New Britain, PA","Service","Slow service","DoorDash","Moderate","I waited 30 minutes for a simple order."
